instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
12815,23/06/2012,3,1,6,3,0,6,1,0,2,0.64,0.5758,0.83,0.0896,6.003,0.475,10,32,42
12816,23/06/2012,3,1,6,4,0,6,1,0,2,0.64,0.5758,0.83,0.1642,11.001,0.46,6,13,19
12817,23/06/2012,3,1,6,5,0,6,1,0,2,0.64,0.5758,0.83,0.194,12.998,0.454,1,11,12
12818,23/06/2012,3,1,6,6,0,6,1,0,1,0.64,0.5758,0.83,0.0896,6.003,0.475,10,37,47
12819,23/06/2012,3,1,6,7,0,6,1,0,1,0.64,0.5758,0.83,0.1642,11.001,0.46,19,59,78
12820,23/06/2012,3,1,6,8,0,6,1,0,1,0.68,0.6364,0.69,0.2239,15.001,0.486,34,133,167
12821,23/06/2012,3,1,6,9,0,6,1,0,1,0.72,0.6818,0.62,0.194,12.998,0.526,85,247,332
12822,23/06/2012,3,1,6,10,0,6,1,0,1,0.74,0.6818,0.55,0.194,12.998,0.536,177,317,494
12823,23/06/2012,3,1,6,11,0,6,1,0,1,0.76,0.6818,0.48,0.2239,15.001,0.54,167,349,516
12824,23/06/2012,3,1,6,12,0,6,1,0,1,0.8,0.7273,0.43,0.194,12.998,0.579,203,399,602
12825,23/06/2012,3,1,6,13,0,6,1,0,1,0.82,0.7273,0.34,0.194,12.998,0.589,226,338,564
12826,23/06/2012,3,1,6,14,0,6,1,0,1,0.78,0.6818,0.33,0.2537,16.998,0.544,238,371,609
12827,23/06/2012,3,1,6,15,0,6,1,0,1,0.84,0.7273,0.3,0.3284,22.003,0.573,217,266,483
12828,23/06/2012,3,1,6,16,0,6,1,0,1,0.84,0.7121,0.26,0.2985,19.999,0.574,196,317,513
12829,23/06/2012,3,1,6,17,0,6,1,0,1,0.82,0.7121,0.26,0.2537,16.998,0.573,214,316,530
12830,23/06/2012,3,1,6,18,0,6,1,0,1,0.82,0.7121,0.26,0.2985,19.999,0.564,194,287,481
12831,23/06/2012,3,1,6,19,0,6,1,0,1,0.8,0.697,0.27,0.194,12.998,0.57,185,240,425
12832,23/06/2012,3,1,6,20,0,6,1,0,1,0.78,0.6818,0.31,0.194,12.998,0.556,158,228,386
12833,23/06/2012,3,1,6,21,0,6,1,0,1,0.76,0.6667,0.33,0.1343,8.998,0.553,99,223,322
12834,23/06/2012,3,1,6,22,0,6,1,0,1,0.74,0.6515,0.37,0.1045,7.002,0.545,101,178,279
12835,23/06/2012,3,1,6,23,0,6,1,0,1,0.72,0.6515,0.44,0,0,0.555,69,156,225
12836,24/06/2012,3,1,6,0,0,0,1,0,1,28.7,0.6515,0.51,0,0,0.545,31,132,163
12837,24/06/2012,3,1,6,1,0,0,1,0,2,27.88,0.6364,0.54,0.0896,6.003,0.513,39,88,127
12838,24/06/2012,3,1,6,2,0,0,1,0,2,27.88,0.6364,0.51,0,0,0.531,34,80,114
12839,24/06/2012,3,1,6,3,0,0,1,0,2,27.06,0.6212,0.65,0.0896,6.003,0.498,19,41,60
12840,24/06/2012,3,1,6,4,0,0,1,0,2,27.06,0.6212,0.65,0,0,0.516,4,9,13
12841,24/06/2012,3,1,6,5,0,0,1,0,1,25.42,0.6061,0.69,0.1343,8.998,0.465,1,7,8
12842,24/06/2012,3,1,6,6,0,0,1,0,1,26.24,0.6061,0.65,0.1642,11.001,0.469,6,19,25
12843,24/06/2012,3,1,6,7,0,0,1,0,1,26.24,0.6061,0.69,0.1045,7.002,0.481,23,48,71
12844,24/06/2012,3,1,6,8,0,0,1,0,1,28.7,0.6515,0.58,0,0,0.545,38,103,141
12845,24/06/2012,3,1,6,9,0,0,1,0,1,29.52,0.6667,0.51,0,0,0.56,63,169,232
12846,24/06/2012,3,1,6,10,0,0,1,0,1,31.16,0.6818,0.4,0,0,0.585,161,291,452
12847,24/06/2012,3,1,6,11,0,0,1,0,1,31.16,0.6818,0.4,0.1343,8.998,0.558,215,291,506
12848,24/06/2012,3,1,6,12,0,0,1,0,1,32.8,0.697,0.33,0.2239,15.001,0.564,227,329,556
12849,24/06/2012,3,1,6,13,0,0,1,0,1,32.8,0.697,0.33,0.2836,19.001,0.552,237,348,585
12850,24/06/2012,3,1,6,14,0,0,1,0,1,34.44,0.7273,0.3,0.2985,19.999,0.578,253,298,551
12851,24/06/2012,3,1,6,15,0,0,1,0,1,35.26,0.7424,0.28,0.2239,15.001,0.608,197,290,487
12852,24/06/2012,3,1,6,16,0,0,1,0,1,34.44,0.7273,0.3,0.2537,16.998,0.587,181,280,461
12853,24/06/2012,3,1,6,17,0,0,1,0,1,34.44,0.7273,0.32,0.2537,16.998,0.587,203,329,532
12854,24/06/2012,3,1,6,18,0,0,1,0,1,33.62,0.7273,0.34,0.2537,16.998,0.577,186,348,534
12855,24/06/2012,3,1,6,19,0,0,1,0,1,32.8,0.7121,0.38,0.2985,19.999,0.554,176,247,423
12856,24/06/2012,3,1,6,20,0,0,1,0,1,31.98,0.697,0.46,0.2537,16.998,0.548,108,224,332
12857,24/06/2012,3,1,6,21,0,0,1,0,1,31.16,0.697,0.55,0.2239,15.001,0.544,76,177,253
12858,24/06/2012,3,1,6,22,0,0,1,0,1,30.34,0.6818,0.55,0.1045,7.002,0.554,53,125,178
12859,24/06/2012,3,1,6,23,0,0,1,0,1,30.34,0.6818,0.58,0.1045,7.002,0.554,20,67,87
12860,25/06/2012,3,1,6,0,0,1,0,1,1,29.52,0.6818,0.62,0.2537,16.998,0.514,31,37,68
12861,25/06/2012,3,1,6,1,0,1,0,1,1,28.7,0.6515,0.65,0.2239,15.001,0.501,11,20,31
12862,25/06/2012,3,1,6,2,0,1,0,1,1,28.7,0.6515,0.7,0.2239,15.001,0.501,4,10,14
12863,25/06/2012,3,1,6,3,0,1,0,1,1,27.88,0.6364,0.69,0.2537,16.998,0.48,1,4,5
12864,25/06/2012,3,1,6,4,0,1,0,1,1,27.06,0.6061,0.78,0.2537,16.998,0.461,0,4,4
12865,25/06/2012,3,1,6,5,0,1,0,1,1,27.06,0.6212,0.74,0.1642,11.001,0.484,1,42,43
12866,25/06/2012,3,1,6,6,0,1,0,1,1,26.24,0.5909,0.78,0.1642,11.001,0.464,11,147,158
12867,25/06/2012,3,1,6,7,0,1,0,1,1,27.06,0.6212,0.74,0.2239,15.001,0.472,30,455,485
12868,25/06/2012,3,1,6,8,0,1,0,1,1,27.06,0.6212,0.69,0.194,12.998,0.478,53,555,608
12869,25/06/2012,3,1,6,9,0,1,0,1,1,28.7,0.6515,0.65,0.194,12.998,0.507,37,231,268
12870,25/06/2012,3,1,6,10,0,1,0,1,1,31.16,0.697,0.55,0.1642,11.001,0.556,58,126,184
12871,25/06/2012,3,1,6,11,0,1,0,1,1,32.8,0.7273,0.43,0.3284,22.003,0.553,54,127,181
12872,25/06/2012,3,1,6,12,0,1,0,1,2,31.16,0.6818,0.45,0.2985,19.999,0.525,74,196,270
12873,25/06/2012,3,1,6,13,0,1,0,1,1,29.52,0.6667,0.51,0.2985,19.999,0.5,79,181,260
12874,25/06/2012,3,1,6,14,0,1,0,1,1,31.98,0.697,0.43,0.2537,16.998,0.548,90,161,251
12875,25/06/2012,3,1,6,15,0,1,0,1,1,31.98,0.6818,0.38,0.4627,31.001,0.502,65,168,233
12876,25/06/2012,3,1,6,16,0,1,0,1,1,32.8,0.697,0.31,0.3881,26.003,0.531,104,310,414
12877,25/06/2012,3,1,6,17,0,1,0,1,1,32.8,0.6818,0.24,0.4627,31.001,0.512,76,757,833
12878,25/06/2012,3,1,6,18,0,1,0,1,1,31.16,0.6667,0.27,0.4478,30.003,0.49,100,691,791
12879,25/06/2012,3,1,6,19,0,1,0,1,1,30.34,0.6515,0.27,0.4627,31.001,0.473,74,508,582
12880,25/06/2012,3,1,6,20,0,1,0,1,1,29.52,0.6515,0.3,0.4478,30.003,0.466,100,375,475
12881,25/06/2012,3,1,6,21,0,1,0,1,1,27.88,0.6212,0.3,0.3284,22.003,0.461,50,281,331
12882,25/06/2012,3,1,6,22,0,1,0,1,1,27.06,0.6212,0.29,0.3881,26.003,0.439,21,166,187
12883,25/06/2012,3,1,6,23,0,1,0,1,1,26.24,0.6212,0.33,0.3284,22.003,0.441,15,88,103
12884,26/06/2012,3,1,6,0,0,2,0,1,1,25.42,0.6212,0.33,0.3284,22.003,0.431,8,29,37
12885,26/06/2012,3,1,6,1,0,2,0,1,1,24.6,0.6212,0.35,0.3881,26.003,0.409,11,19,30
12886,26/06/2012,3,1,6,2,0,2,0,1,1,22.96,0.5303,0.43,0.2836,19.001,0.382,2,7,9
12887,26/06/2012,3,1,6,3,0,2,0,1,1,22.14,0.5152,0.45,0.2836,19.001,0.368,2,7,9
12888,26/06/2012,3,1,6,4,0,2,0,1,1,22.14,0.5152,0.45,0.2985,19.999,0.365,1,9,10
12889,26/06/2012,3,1,6,5,0,2,0,1,1,21.32,0.5,0.48,0.3881,26.003,0.332,3,36,39
12890,26/06/2012,3,1,6,6,0,2,0,1,1,21.32,0.5,0.52,0.2985,19.999,0.35,12,176,188
12891,26/06/2012,3,1,6,7,0,2,0,1,1,21.32,0.5,0.52,0.3582,23.999,0.338,21,531,552
12892,26/06/2012,3,1,6,8,0,2,0,1,1,22.96,0.5303,0.49,0.3284,22.003,0.373,34,622,656
12893,26/06/2012,3,1,6,9,0,2,0,1,1,23.78,0.5455,0.46,0.4179,27.999,0.37,30,298,328
12894,26/06/2012,3,1,6,10,0,2,0,1,1,25.42,0.6212,0.41,0.3582,23.999,0.425,37,153,190
12895,26/06/2012,3,1,6,11,0,2,0,1,1,26.24,0.6212,0.36,0.4179,27.999,0.423,46,189,235
12896,26/06/2012,3,1,6,12,0,2,0,1,1,27.06,0.6212,0.34,0.4478,30.003,0.427,80,228,308
12897,26/06/2012,3,1,6,13,0,2,0,1,1,28.7,0.6364,0.3,0.4627,31.001,0.448,74,232,306
12898,26/06/2012,3,1,6,14,0,2,0,1,1,28.7,0.6364,0.3,0.4627,31.001,0.448,81,186,267
12899,26/06/2012,3,1,6,15,0,2,0,1,1,29.52,0.6515,0.28,0.4627,31.001,0.463,88,229,317
12900,26/06/2012,3,1,6,16,0,2,0,1,1,29.52,0.6364,0.26,0.4925,32.998,0.452,67,349,416
12901,26/06/2012,3,1,6,17,0,2,0,1,1,29.52,0.6515,0.28,0.4179,27.999,0.472,104,796,900
12902,26/06/2012,3,1,6,18,0,2,0,1,1,29.52,0.6515,0.28,0.3582,23.999,0.484,105,719,824
12903,26/06/2012,3,1,6,19,0,2,0,1,1,29.52,0.6515,0.28,0.2239,15.001,0.511,83,529,612
12904,26/06/2012,3,1,6,20,0,2,0,1,1,28.7,0.6364,0.3,0.2836,19.001,0.484,88,417,505
12905,26/06/2012,3,1,6,21,0,2,0,1,1,27.88,0.6364,0.34,0.194,12.998,0.492,61,267,328
12906,26/06/2012,3,1,6,22,0,2,0,1,1,27.06,0.6212,0.34,0.2537,16.998,0.466,26,219,245
12907,26/06/2012,3,1,6,23,0,2,0,1,1,25.42,0.6212,0.41,0.1343,8.998,0.47,13,118,
12908,27/06/2012,3,1,6,0,0,3,0,1,1,25.42,0.6212,0.41,0.194,12.998,0.458,15,39,54
12909,27/06/2012,3,1,6,1,0,3,0,1,1,24.6,0.6212,0.43,0.1642,11.001,0.454,5,18,23
12910,27/06/2012,3,1,6,2,0,3,0,1,1,22.96,0.5303,0.49,0.1343,8.998,0.412,2,12,14
12911,27/06/2012,3,1,6,3,0,3,0,1,1,23.78,0.5455,0.46,0.0896,6.003,0.436,1,7,8
12912,27/06/2012,3,1,6,4,0,3,0,1,1,24.6,0.6212,0.4,0.2537,16.998,0.436,0,11,11
12913,27/06/2012,3,1,6,5,0,3,0,1,1,24.6,0.6212,0.43,0.2836,19.001,0.43,2,34,36
12914,27/06/2012,3,1,6,6,0,3,0,1,1,23.78,0.5455,0.46,0.2836,19.001,0.397,7,193,200
12915,27/06/2012,3,1,6,7,0,3,0,1,1,24.6,0.6212,0.43,0.3582,23.999,0.415,29,498,527
12916,27/06/2012,3,1,6,8,0,3,0,1,1,25.42,0.6212,0.43,0.3284,22.003,0.431,49,638,687
12917,27/06/2012,3,1,6,9,0,3,0,1,1,27.06,0.6212,0.41,0.3582,23.999,0.445,29,253,282
12918,27/06/2012,3,1,6,10,0,3,0,1,1,28.7,0.6364,0.37,0.2537,16.998,0.49,34,138,172
12919,27/06/2012,3,1,6,11,0,3,0,1,1,30.34,0.6515,0.3,0.3284,22.003,0.5,64,145,209
12920,27/06/2012,3,1,6,12,0,3,0,1,1,31.16,0.6667,0.29,0.2985,19.999,0.52,77,245,322
12921,27/06/2012,3,1,6,13,0,3,0,1,1,32.8,0.697,0.27,0.3284,22.003,0.543,77,244,321
12922,27/06/2012,3,1,6,14,0,3,0,1,1,32.8,0.6818,0.24,0.3582,23.999,0.533,78,192,270
12923,27/06/2012,3,1,6,15,0,3,0,1,1,32.8,0.697,0.26,0.4627,31.001,0.517,61,188,249
12924,27/06/2012,3,1,6,16,0,3,0,1,1,33.62,0.697,0.24,0.4478,30.003,0.53,55,337,392
12925,27/06/2012,3,1,6,17,0,3,0,1,1,33.62,0.697,0.24,0.3881,26.003,0.541,113,730,843
12926,27/06/2012,3,1,6,18,0,3,0,1,1,32.8,0.697,0.27,0.3284,22.003,0.543,85,719,804
12927,27/06/2012,3,1,6,19,0,3,0,1,1,31.98,0.6818,0.29,0.3284,22.003,0.529,101,542,643
12928,27/06/2012,3,1,6,20,0,3,0,1,1,31.16,0.6667,0.31,0.194,12.998,0.541,76,369,445
12929,27/06/2012,3,1,6,21,0,3,0,1,1,30.34,0.6515,0.35,0.1343,8.998,0.539,54,313,367
12930,27/06/2012,3,1,6,22,0,3,0,1,1,29.52,0.6515,0.39,0.0896,6.003,0.538,52,245,297
12931,27/06/2012,3,1,6,23,0,3,0,1,1,27.88,0.6364,0.47,0.1343,8.998,0.504,11,148,159
12932,28/06/2012,3,1,6,0,0,4,0,1,1,27.06,0.6212,0.5,0.1045,7.002,0.495,2,52,54
12933,28/06/2012,3,1,6,1,0,4,0,1,1,27.06,0.6212,0.54,0,0,0.516,11,14,25
12934,28/06/2012,3,1,6,2,0,4,0,1,1,27.06,0.6212,0.5,0.0896,6.003,0.498,1,12,13
12935,28/06/2012,3,1,6,3,0,4,0,1,1,27.06,0.6212,0.5,0.0896,6.003,0.498,1,6,7
12936,28/06/2012,3,1,6,4,0,4,0,1,1,25.42,0.6061,0.61,0.1045,7.002,0.471,0,11,11
12937,28/06/2012,3,1,6,5,0,4,0,1,1,25.42,0.6212,0.57,0.0896,6.003,0.478,8,39,47
12938,28/06/2012,3,1,6,6,0,4,0,1,1,25.42,0.6212,0.57,0.0896,6.003,0.478,8,185,193
12939,28/06/2012,3,1,6,7,0,4,0,1,1,25.42,0.6061,0.61,0.1045,7.002,0.471,24,484,508
12940,28/06/2012,3,1,6,8,0,4,0,1,1,27.06,0.6212,0.5,0.1343,8.998,0.49,40,577,617
12941,28/06/2012,3,1,6,9,0,4,0,1,1,28.7,0.6515,0.54,0.1642,11.001,0.513,33,318,351
12942,28/06/2012,3,1,6,10,0,4,0,1,1,30.34,0.6667,0.48,0.194,12.998,0.531,40,144,184
12943,28/06/2012,3,1,6,11,0,4,0,1,1,32.8,0.697,0.31,0.194,12.998,0.57,41,170,211
12944,28/06/2012,3,1,6,12,0,4,0,1,1,34.44,0.7121,0.26,0.2836,19.001,0.577,49,227,276
12945,28/06/2012,3,1,6,13,0,4,0,1,1,35.26,0.7424,0.26,0.2239,15.001,0.608,31,205,236
12946,28/06/2012,3,1,6,14,0,4,0,1,1,35.26,0.7273,0.25,0.3284,22.003,0.583,66,188,254
12947,28/06/2012,3,1,6,15,0,4,0,1,1,35.26,0.7273,0.25,0.3284,22.003,0.583,24,195,219
12948,28/06/2012,3,1,6,16,0,4,0,1,1,36.08,0.7424,0.23,0.194,12.998,0.624,56,331,387
12949,28/06/2012,3,1,6,17,0,4,0,1,1,36.08,0.7424,0.22,0.194,12.998,0.624,71,634,705
12950,28/06/2012,3,1,6,18,0,4,0,1,1,35.26,0.7273,0.25,0.2239,15.001,0.603,100,597,697
12951,28/06/2012,3,1,6,19,0,4,0,1,1,34.44,0.7273,0.3,0.2985,19.999,0.578,79,492,571
12952,28/06/2012,3,1,6,20,0,4,0,1,1,33.62,0.7273,0.34,0.194,12.998,0.589,71,399,470
12953,28/06/2012,3,1,6,21,0,4,0,1,1,31.16,0.697,0.55,0.194,12.998,0.55,89,309,398
12954,28/06/2012,3,1,6,22,0,4,0,1,1,31.16,0.697,0.52,0.1642,11.001,0.556,50,224,
12955,28/06/2012,3,1,6,23,0,4,0,1,1,30.34,0.6667,0.48,0.1343,8.998,0.543,26,145,171
12956,29/06/2012,3,1,6,0,0,5,0,1,1,30.34,0.6667,0.48,0.1343,8.998,0.543,24,90,114
12957,29/06/2012,3,1,6,1,0,5,0,1,1,30.34,0.6667,0.51,0.1642,11.001,0.537,9,33,42
12958,29/06/2012,3,1,6,2,0,5,0,1,1,29.52,0.6667,0.58,0.194,12.998,0.521,3,15,18
12959,29/06/2012,3,1,6,3,0,5,0,1,1,29.52,0.6667,0.58,0.194,12.998,0.521,3,5,8
12960,29/06/2012,3,1,6,4,0,5,0,1,1,28.7,0.6515,0.65,0.1642,11.001,0.513,1,9,10
12961,29/06/2012,3,1,6,5,0,5,0,1,1,28.7,0.6515,0.61,0.1045,7.002,0.525,6,39,45
12962,29/06/2012,3,1,6,6,0,5,0,1,2,28.7,0.6515,0.61,0.1642,11.001,0.513,15,148,163
12963,29/06/2012,3,1,6,7,0,5,0,1,1,28.7,0.6515,0.61,0.1045,7.002,0.525,19,361,380
12964,29/06/2012,3,1,6,8,0,5,0,1,2,30.34,0.6818,0.55,0.1045,7.002,0.554,48,576,624
12965,29/06/2012,3,1,6,9,0,5,0,1,1,31.16,0.697,0.55,0.1642,11.001,0.556,39,261,300
12966,29/06/2012,3,1,6,10,0,5,0,1,1,36.9,0.8333,0.39,0.2985,19.999,0.64,32,139,171
12967,29/06/2012,3,1,6,11,0,5,0,1,2,36.9,0.8485,0.42,0.2836,19.001,0.648,51,137,188
12968,29/06/2012,3,1,6,12,0,5,0,1,2,37.72,0.8788,0.4,0.2537,16.998,0.673,53,173,226
12969,29/06/2012,3,1,6,13,0,5,0,1,1,38.54,0.8788,0.38,0.194,12.998,0.695,45,194,239
12970,29/06/2012,3,1,6,14,0,5,0,1,1,39.36,0.9091,0.36,0.2239,15.001,0.708,49,184,233
12971,29/06/2012,3,1,6,15,0,5,0,1,1,39.36,0.9091,0.36,0,0,0.753,47,183,230
12972,29/06/2012,3,1,6,16,0,5,0,1,1,39.36,0.9091,0.36,0,0,0.753,59,292,351
12973,29/06/2012,3,1,6,17,0,5,0,1,1,40.18,0.9242,0.34,0.194,12.998,0.728,82,457,539
12974,29/06/2012,3,1,6,18,0,5,0,1,1,39.36,0.8636,0.31,0,0,0.739,50,414,464
12975,29/06/2012,3,1,6,19,0,5,0,1,1,36.9,0.8788,0.47,0.194,12.998,0.675,60,303,363
12976,29/06/2012,3,1,6,20,0,5,0,1,1,37.72,0.8939,0.42,0.2537,16.998,0.677,53,255,308
12977,29/06/2012,3,1,6,21,0,5,0,1,2,35.26,0.8333,0.53,0.194,12.998,0.641,41,195,236
12978,29/06/2012,3,1,6,22,0,5,0,1,3,33.62,0.8333,0.63,0.194,12.998,0.621,34,129,163
12979,29/06/2012,3,1,6,23,0,5,0,1,3,33.62,0.8333,0.63,0.194,12.998,0.621,6,42,48
12980,30/06/2012,3,1,6,0,0,6,1,0,3,26.24,0.5758,0.89,0.1642,11.001,0.46,4,65,69
12981,30/06/2012,3,1,6,1,0,6,1,0,3,26.24,0.5758,0.89,0.2239,15.001,0.448,3,55,58
12982,30/06/2012,3,1,6,2,0,6,1,0,2,26.24,0.5758,0.89,0,0,0.493,7,54,61
12983,30/06/2012,3,1,6,3,0,6,1,0,2,26.24,0.5758,0.89,0,0,0.493,3,20,23
12984,30/06/2012,3,1,6,4,0,6,1,0,2,25.42,0.5455,0.94,0,0,0.474,3,15,18
12985,30/06/2012,3,1,6,5,0,6,1,0,1,26.24,0.5758,0.89,0.1642,11.001,0.46,3,7,10
12986,30/06/2012,3,1,6,6,0,6,1,0,1,26.24,0.5758,0.89,0.1642,11.001,0.46,6,36,42
12987,30/06/2012,3,1,6,7,0,6,1,0,1,26.24,0.5758,0.89,0.1642,11.001,0.46,10,82,92
12988,30/06/2012,3,1,6,8,0,6,1,0,1,26.24,0.5758,0.89,0.1642,11.001,0.46,26,168,194
12989,30/06/2012,3,1,6,9,0,6,1,0,1,26.24,0.5758,0.89,0.1642,11.001,0.46,41,234,275
12990,30/06/2012,3,1,6,10,0,6,1,0,1,36.08,0.7727,0.3,0.2537,16.998,0.621,96,308,404
12991,30/06/2012,3,1,6,11,0,6,1,0,1,36.08,0.7727,0.3,0.2537,16.998,0.621,102,350,452
12992,30/06/2012,3,1,6,12,0,6,1,0,1,36.08,0.7727,0.3,0.2537,16.998,0.621,143,328,471
12993,30/06/2012,3,1,6,13,0,6,1,0,1,36.08,0.7727,0.3,0.2537,16.998,0.621,105,323,428
12994,30/06/2012,3,1,6,14,0,6,1,0,1,36.08,0.7727,0.3,0.2537,16.998,0.621,114,295,409
12995,30/06/2012,3,1,6,15,0,6,1,0,1,36.08,0.7727,0.3,0.2537,16.998,0.621,117,287,404
12996,30/06/2012,3,1,6,16,0,6,1,0,1,36.9,0.7879,0.29,0.1642,11.001,0.654,109,264,373
12997,30/06/2012,3,1,6,17,0,6,1,0,1,36.08,0.7727,0.32,0.1343,8.998,0.645,131,231,362
12998,30/06/2012,3,1,6,18,0,6,1,0,1,36.08,0.7879,0.35,0,0,0.676,91,248,339
12999,30/06/2012,3,1,6,19,0,6,1,0,1,34.44,0.7576,0.44,0.2537,16.998,0.597,134,240,374
13000,30/06/2012,3,1,6,20,0,6,1,0,1,33.62,0.7727,0.52,0.1642,11.001,0.609,88,204,292
13001,30/06/2012,3,1,6,21,0,6,1,0,1,33.62,0.7727,0.52,0.1642,11.001,0.609,48,165,213
13002,30/06/2012,3,1,6,22,0,6,1,0,1,31.98,0.7424,0.62,0.1642,11.001,0.58,38,134,172
13003,30/06/2012,3,1,6,23,0,6,1,0,1,31.98,0.7424,0.62,0.0896,6.003,0.595,33,119,152
13004,01/07/2012,3,1,7,0,0,0,1,0,1,31.16,0.7273,0.66,0,0,0.598,27,122,149
13005,01/07/2012,3,1,7,1,0,0,1,0,1,30.34,0.697,0.7,0.1343,8.998,0.552,12,81,93
13006,01/07/2012,3,1,7,2,0,0,1,0,1,29.52,0.697,0.74,0.0896,6.003,0.551,21,69,90
13007,01/07/2012,3,1,7,3,0,0,1,0,1,29.52,0.7121,0.84,0.1343,8.998,0.547,6,27,33
13008,01/07/2012,3,1,7,4,0,0,1,0,1,28.7,0.6667,0.79,0.194,12.998,0.511,0,4,4
13009,01/07/2012,3,1,7,5,0,0,1,0,1,27.88,0.6364,0.79,0.1045,7.002,0.51,3,7,10
13010,01/07/2012,3,1,7,6,0,0,1,0,1,28.7,0.6667,0.79,0.0896,6.003,0.532,8,19,27
13011,01/07/2012,3,1,7,7,0,0,1,0,1,30.34,0.697,0.7,0,0,0.579,13,37,50
13012,01/07/2012,3,1,7,8,0,0,1,0,1,31.98,0.7424,0.62,0.1045,7.002,0.592,36,106,142
13013,01/07/2012,3,1,7,9,0,0,1,0,1,33.62,0.7879,0.56,0,0,0.646,51,168,219
13014,01/07/2012,3,1,7,10,0,0,1,0,1,35.26,0.7879,0.44,0.2985,19.999,0.607,98,268,366
13015,01/07/2012,3,1,7,11,0,0,1,0,1,36.08,0.803,0.39,0.2239,15.001,0.636,121,256,377
13016,01/07/2012,3,1,7,12,0,0,1,0,1,36.9,0.8182,0.37,0.2239,15.001,0.651,114,319,433
13017,01/07/2012,3,1,7,13,0,0,1,0,1,37.72,0.8333,0.33,0.2537,16.998,0.659,111,309,420
13018,01/07/2012,3,1,7,14,0,0,1,0,1,37.72,0.8333,0.33,0.2537,16.998,0.659,98,346,444
13019,01/07/2012,3,1,7,15,0,0,1,0,1,36.9,0.8182,0.37,0.2836,19.001,0.639,101,244,345
13020,01/07/2012,3,1,7,16,0,0,1,0,1,37.72,0.8333,0.33,0.2985,19.999,0.65,85,228,313
13021,01/07/2012,3,1,7,17,0,0,1,0,1,37.72,0.803,0.26,0.2985,19.999,0.641,90,323,413
13022,01/07/2012,3,1,7,18,0,0,1,0,1,36.08,0.7727,0.32,0.3582,23.999,0.6,95,275,370
13023,01/07/2012,3,1,7,19,0,0,1,0,1,34.44,0.7424,0.39,0.1343,8.998,0.616,103,279,382
13024,01/07/2012,3,1,7,20,0,0,1,0,1,34.44,0.7424,0.39,0.1343,8.998,0.616,88,244,332
13025,01/07/2012,3,1,7,21,0,0,1,0,1,34.44,0.7424,0.39,0.1343,8.998,0.616,77,181,258
13026,01/07/2012,3,1,7,22,0,0,1,0,1,33.62,0.7424,0.43,0.1343,8.998,0.606,41,110,151
13027,01/07/2012,3,1,7,23,0,0,1,0,3,31.98,0.7121,0.52,0.1642,11.001,0.571,22,88,110
13028,02/07/2012,3,1,7,0,0,1,0,1,2,31.16,0.7121,0.58,0.2239,15.001,0.549,12,31,43
13029,02/07/2012,3,1,7,1,0,1,0,1,2,31.16,0.7121,0.58,0.194,12.998,0.555,3,14,17
13030,02/07/2012,3,1,7,2,0,1,0,1,2,30.34,0.6667,0.51,0.2537,16.998,0.519,1,14,15
13031,02/07/2012,3,1,7,3,0,1,0,1,2,29.52,0.6667,0.54,0.4179,27.999,0.476,0,5,5
13032,02/07/2012,3,1,7,4,0,1,0,1,2,29.52,0.6667,0.54,0.2985,19.999,0.5,2,10,12
13033,02/07/2012,3,1,7,5,0,1,0,1,2,29.52,0.6667,0.51,0,0,0.56,3,37,40
13034,02/07/2012,3,1,7,6,0,1,0,1,1,28.7,0.6515,0.58,0.1045,7.002,0.525,4,132,136
13035,02/07/2012,3,1,7,7,0,1,0,1,1,30.34,0.6667,0.51,0.1045,7.002,0.549,8,390,398
13036,02/07/2012,3,1,7,8,0,1,0,1,1,31.16,0.697,0.52,0.194,12.998,0.55,20,548,568
13037,02/07/2012,3,1,7,9,0,1,0,1,1,31.98,0.697,0.46,0.2537,16.998,0.548,56,239,295
13038,02/07/2012,3,1,7,10,0,1,0,1,1,32.8,0.7273,0.43,0.2537,16.998,0.567,70,104,174
13039,02/07/2012,3,1,7,11,0,1,0,1,1,34.44,0.7273,0.28,0.2985,19.999,0.578,67,134,201
13040,02/07/2012,3,1,7,12,0,1,0,1,1,34.44,0.7273,0.32,0.194,12.998,0.599,74,183,257
13041,02/07/2012,3,1,7,13,0,1,0,1,1,35.26,0.7576,0.34,0.2239,15.001,0.612,74,162,236
13042,02/07/2012,3,1,7,14,0,1,0,1,1,35.26,0.7576,0.34,0.2239,15.001,0.612,79,151,230
13043,02/07/2012,3,1,7,15,0,1,0,1,1,34.44,0.7424,0.36,0.194,12.998,0.604,59,175,234
13044,02/07/2012,3,1,7,16,0,1,0,1,1,34.44,0.7424,0.36,0.2836,19.001,0.586,61,304,365
13045,02/07/2012,3,1,7,17,0,1,0,1,1,34.44,0.7273,0.32,0.1343,8.998,0.611,82,665,747
13046,02/07/2012,3,1,7,18,0,1,0,1,1,34.44,0.7273,0.32,0.1642,11.001,0.605,72,658,730
13047,02/07/2012,3,1,7,19,0,1,0,1,1,31.98,0.697,0.43,0.1343,8.998,0.572,71,510,581
13048,02/07/2012,3,1,7,20,0,1,0,1,1,31.98,0.697,0.43,0.1343,8.998,0.572,38,357,395
